genome,merit,merit_given,gen,not,nand,and,ornot,andnot,or,nor,xor,equ, seed
"[52]ruqdvqfqipnlqrqffhpggdqogpqpqpnlqjquslpivttttyutzvab",65536,65536.7,26790,1,1,1,1,1,1,1,0,0, 182
"[51]ruqsvxzttnhequphqtpxnxlroqztipnikttqmpqcttyvnsttvab",65536,65536.7,23421,1,1,1,1,1,1,1,0,0, 183
"[53]rukvpscrbdhutindldqptyzowqhtpgnspqqqhqnftyqysttttvaab",65536,65536.8,18360,1,1,1,1,1,1,1,0,0, 184
"[32]rauavupqafiegpqmozqwpqyigtyvsvdb",65536,65536.4,8970,1,1,1,1,1,1,1,0,0, 185
"[50]rbzxvvusqkqxptgpwqppkqutilhptffogqsdqvttttyxhsvyab",4.1943e+06,4.1943e+06,19709,1,1,1,1,1,0,1,1,1, 186
"[54]rujvipzqipgvgheffnihfgvcqttgplnvprfrqhhttttytsqfsttvrb",65536,65536.6,24655,1,1,1,1,1,1,1,0,0, 187
"[52]rzrvdcakuebuyoplqnvezpsoqofnpqnslbppgphqnttttykmsvab",65536,65536.6,15313,1,1,1,1,1,1,1,0,0, 188
"[101]jrkrznogqopgqppqpqkoqqppznlqpmvqqlutttttywlstttgisptjdqmxganlkvzaqchuwlqxfjsljclwujudsehqngrtzglsrqab",16384,16384.7,18259,1,1,0,1,1,1,1,0,0, 189
"[45]ruvupjqtopqhoqkfgqeyvnfzignqtqrssgutttyhtyvab",524288,524289,25108,1,0,1,1,1,1,1,1,0, 19
"[48]rzwplbyqymqvpvgxzkfzqkpzlgnqfplqpeutqttyhsttvyzb",16384,16384.7,25454,1,1,0,1,1,1,1,0,0, 190
"[49]ruvjfouwespxznqcopquoeqvpelonptqwqhqsttttyjkstvab",65536,65536.6,27407,1,1,1,1,1,1,1,0,0, 191
"[48]wnkruveyphppqmpjqtqpgypgqepynlqqqsfctttydvsttyab",65536,65536.6,25114,1,1,1,1,1,1,1,0,0, 192
"[55]rquyfisuqzpsqzpvqzpgprqeiqwolnqpngoluqopqpqutttyqystvab",65536,65536.7,31141,1,1,0,1,0,1,1,0,1, 193
"[49]razfvunkzqlnpqjvuqpogspdqfypqfuikvotgqytttyustvnb",3.35544e+07,3.35544e+07,17603,1,1,1,1,1,1,1,1,1, 194
"[52]ruvqjqhphzffzpqjspiiqwykvppggfngpqqgpqqidttttyvldvab",262144,65536.7,29246,1,1,1,1,0,1,1,0,1, 195
"[47]ruwcvqpzpqupnpgqtpqpcnlqqpqlprnlququttyustvtvyb",16384,16384.7,36483,1,1,0,1,1,1,1,0,0, 196
"[54]rujervexbuwqfgppgqofxqtlbphnbpnqqwooqcogmmxttyymsttvab",3.35544e+07,8.38861e+06,20228,1,1,1,1,1,1,1,1,1, 197
"[50]rrzlfqtppunpqdpvqqpqgpeqqzmtouqpipnnlqtgttynsstyae",65536,65536.7,27523,1,1,1,1,1,1,1,0,0, 198
"[51]rzxvwweloqcptpkqpifoeqqnipticnlpiqlqsqutttywvstvyab",16384,16384.6,34470,1,1,0,1,1,1,1,0,0, 199
"[56]rizsvuqfplynsfvqepyrpsrlwemaoyojgqrcrqmqzsktpitgywstvktb",65536,65536.5,15868,1,1,1,1,1,1,1,0,0, 2
"[88]ruqvpxzlqypkttttttqppqpqmoqzipepntistyoqsvabruqvpxzlqypkttttttqppqpqmoqzipepntistyoqsvab",65536,8192,23587,1,1,1,1,1,1,1,0,0, 20
"[110]kiurxvpsqhpgqplmpflnqpgtpggqfqpxquohttiqitfttymrstttvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",1.04858e+06,1.04858e+06,16641,1,1,1,1,1,1,1,1,0, 200
"[49]ruvykcdcqumqlpvqtgmiptpfqffhyipinlqqtgtttyhfstvab",65536,65536.6,14531,1,1,1,1,1,1,1,0,0, 21
"[49]ruqvvqlpalhupttglqzoyqgthqfyyrwcmyjidhimtywxstvab",16384,16384.5,12121,1,1,0,1,1,1,1,0,0, 22
"[48]ruqxqvlfpvnqjflgqqyypfloygqpoqsqqjpssuttttyfdvdb",8.38861e+06,8.38861e+06,27224,1,1,0,1,1,1,1,1,1, 23
"[108]alyznvqcbqppmpxizfoysupyvqqoecaakjysjkllxsiaghuyzcdtrpvuinvrqzszmzdqpvapypqtykkgqpoeplqqcrazoqrutttyossttgab",3.35544e+07,3.35544e+07,6178,1,1,1,1,1,1,1,1,1, 24
"[49]ruvwdiuqgeoymeqenigirppgtldgrnqipitnhfqttyzkstvab",65536,65536.7,14081,1,1,1,1,1,1,1,0,0, 25
"[43]rbzhvqgupppdqztpeggqtttehtflnqrfittfydjsvab",8.38861e+06,8.38861e+06,25315,1,1,0,1,1,1,1,1,1, 26
"[54]rufmjvpgxzqcgpqqqpcpomqhtoeiqfpqlppniqhpfltttttyfvsvab",8.38861e+06,524289,21394,1,1,0,1,1,1,1,1,1, 27
"[46]vqzvfkqlfweqtrzivluqyfeiogthqytpjpqjiywfsttvab",3.35544e+07,3.35544e+07,17349,1,1,1,1,1,1,1,1,1, 28
"[53]ruehfjeyseoyqpmrgqhieiiomqvpynipqcqspbqewuttttytaevab",16384,16384.8,27542,1,1,0,1,1,1,1,0,0, 29
"[52]rupvghqizqdgwfvlozpnmmescgcqgupinqplnqfysttttylcsvab",65536,65536.7,30371,1,1,1,1,1,1,1,0,0, 3
"[352]ruppvqofrpfpwqzfndosdiqqnvpjgxpgqbqxutttkyspyvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaajaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaoaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",65536,65540,9550,1,1,1,1,1,1,1,0,0, 30
"[55]ruhsvpmnqtivtiafgqqipgnldpxtqtqtpnptlnuthqouzxttyxgsvab",65536,65536.8,16444,1,1,1,1,1,1,1,0,0, 31
"[55]ruvuqsmtpqpnqdpqpipjqwoqwpwqpzgjtiplnqefpsqluttyesttvkb",65536,65536.7,32421,1,1,1,1,1,1,1,0,0, 32
"[41]rgujqqvizemjhouqpmignttpmqvtqfplttyjstvib",65536,65536.6,30393,1,1,1,1,1,1,1,0,0, 33
"[53]nrumvqnqprlniqequppxqjnopkqplnoqplpqcquutttttyonstvab",16384,16384.7,33804,1,1,0,1,1,1,1,0,0, 34
"[53]ruwjmvuciwlayhqspgpuqyytpgqfeplfglpnqnqycutywdstttvab",2.09715e+06,2.09715e+06,22333,1,1,1,1,1,1,1,0,1, 35
"[55]rzyvqdmuvsykqxbkwnjeupphtgztfttyjnpstqjqtttgyastvvyehvb",65536,65536.6,22794,1,1,1,1,1,1,1,0,0, 36
"[51]rurqxvwxgrinlpcqhpeignvqxfomldqnkqppqfqutttyvjstvab",8192,8192.68,34060,1,0,0,1,1,1,1,0,0, 37
"[48]ejrzzidnuqyprfpjqpqgnlqegqvqpdfprqvsettttyvdzvab",65536,32768.6,29184,1,1,1,1,1,1,1,0,0, 38
"[52]kruvuqqfevquhqfqtppwgltljqhntqpkqftepvqqdqtyiydstvsb",3.35544e+07,3.35544e+07,14634,1,1,1,1,1,1,1,1,1, 39
"[48]ruqvtqsnjpdtqrqjpfnlqwpqppvpqitptnlqlqutttywsvwb",16384,16384.7,35368,1,1,0,1,1,1,1,0,0, 4
"[54]rzqqvgjiffqpcgqppnqlnpnqhpqqiqgpgqylpvnqqmuttyqesttvab",16384,16384.7,32916,1,1,0,1,1,1,1,0,0, 40
"[120]rzgpqpovlrnqpvndglpwqqqutttttyievysdvjkmfmoqwzoqqpqvshcaaaaaaaaaaaaaaaaaaaaaaaajaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",16384,16384.7,13415,1,1,0,1,1,1,1,0,0, 41
"[180]kpcqpqvpqxphipqigifvpqpiltnjqzymgqyzdiqmpdquydlmrpqqwpiixxnrynfvylyplzvqoqutfttymsttvdqbrzhbkpcqpqvpqxphipqigifvpqpiltnjqzymgqyzdiqmpdquydlmrpqqwpiixxnrynfvwlyplznvqoqutttymsttvdqb",8.38861e+06,2.09715e+06,30264,1,1,0,1,1,1,1,1,1, 42
"[52]rufvpspejuqfnpqpipqfpgpgspxpglnyqzwlqdqsuttttyxkzvab",65536,65536.7,26152,1,1,1,1,1,1,1,0,0, 43
"[37]urqyzrvimonnmjtqspntpqqmptttpymslxnyb",32768,32768.5,46740,1,0,1,1,1,1,1,0,0, 44
"[48]rqnhzfeppsepfqjpqspmnnvpcqpnlqlqnuttttyiwzvrnyab",16384,16384.6,29820,1,1,0,1,1,1,1,0,0, 45
"[228]puqjcjcfqipdpwrpgeqfrynpsfngqoqtsgdqqxpupgkqdvwsbrlzvyvzwluqmqpvfqlpephyuflpfvepppoqsdoqngvgqqsdypgfaqutttiyeldvabaaaaaaaaaaaaaaaaaaoaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaalaaaaaaaaaa",3.35544e+07,3.35544e+07,21896,1,1,1,1,1,1,1,1,1, 46
"[46]ruopyqxvoqpepmzeqxpqtntlvptqqoqutyfbsttttvazab",2048,2048.58,27678,1,1,0,1,1,0,1,0,0, 47
"[45]dzrzmvcpdqppauiqpnttqyypplnqpztpqtttyyjhvpuab",65536,65536.6,23077,1,1,1,1,1,1,1,0,0, 48
"[41]rzgyonqgqppmgwoqoipptvqfpqqqgtttttyestvtb",1024,512.54,27458,0,1,0,1,0,1,1,0,0, 49
"[44]rujivprgedzogqgogqwypgtlnqtpiqkfytttyhfstvab",65536,65536.6,33230,1,1,1,1,1,1,1,0,0, 5
"[44]ruveegygymouiqgeppgfzprqhqhowpoqhttttyhstvvb",65536,65536.6,18389,1,1,1,1,1,1,1,0,0, 50
"[49]hupywvnayvquoxyrhorqnpnvlvgqmpqftpqeutttyswsttvab",1024,1024.64,38400,1,0,0,1,0,1,1,0,0, 51
"[97]drpilbhqgzkgpqmydivpntlunqdlrqoqfgmgqbylxppplxnhqryniyfqqrpqqpylwnqgnfpzqfnrqtqgjputttttynsttvema",3.35544e+07,3.35544e+07,25558,1,1,1,1,1,1,1,1,1, 52
"[52]ruqpvyqqxpntqppcqpmlnqdskjcpipqjgoqfrqpquttttynbdtab",16384,16384.8,29065,1,1,0,1,1,1,1,0,0, 53
"[43]rupwflyyviqbpqyjppmfipqxgomofenthttytastyab",3.35544e+07,3.35544e+07,24676,1,1,1,1,1,1,1,1,1, 54
"[91]yztypaoqdpkrqzrqovpepqpiqmoupqnqutttyxvstvjoonvcjskaqoleunimyxikdluvmgqnryorqimkkncrodthfab",2048,2048.52,19251,1,1,0,1,0,1,1,0,0, 55
"[52]fbrzioqpdpgqnpsfzqfpcvpnlngxbqfpqrqppwqdtttyzcstvdab",65536,16384.7,33340,1,1,1,1,1,1,1,0,0, 56
"[52]ruyddjupoqtysspgqhpquprgbvnlqyqpfnoqjppquttttyemsvab",8192,8192.64,33506,1,0,0,1,1,1,1,0,0, 57
"[43]zlrzjvkpizqsgpwqtppffoeiegquqputttyrbwtvyab",8.38861e+06,8.38861e+06,16607,1,1,0,1,1,1,1,1,1, 58
"[52]ruywryppqivojlwbnqpqpopgfjpudylqhqhoqpqjzttttyjxsvab",65536,16384.7,33770,1,1,1,1,1,1,1,0,0, 59
"[48]rcugvuqgpynlwqpzqwijlptiesvnvpmqtphqttyystttvfyb",65536,16384.6,23719,1,1,1,1,1,1,1,0,0, 6
"[53]rolivqwipxqcgptgftpmqsfkpnsplnnpkqknqiqgqhutywusttwab",4096,2048.64,31287,1,1,1,1,1,1,0,0,0, 60
"[44]ruqfvgdgjunqlltngitqgipphfiqjpqmttplfyxstvjb",65536,65536.6,17247,1,1,1,1,1,1,1,0,0, 61
"[52]ruptvwuouguqmipievpttqqpwlnpmtpxegoqyfdqtypcsttttvab",65536,65536.7,18901,1,1,1,1,1,1,1,0,0, 62
"[48]ruvedqiqauplungaqpnpqtevyeoipqmfvqenvsutttyndvub",65536,65536.7,20687,1,1,1,1,1,1,1,0,0, 63
"[48]ruqggqvqeyekgnpziymydahiuutipiqtoqtfptttyvphvqgb",262144,65536.6,19712,1,1,1,1,1,0,1,0,1, 64
"[54]rugxvgauimfangqpsrlinqphflnnipkqyjufpqsgnqkwtltymstvnb",3.35544e+07,3.35544e+07,15327,1,1,1,1,1,1,1,1,1, 65
"[105]rznfvzdzzoqiolheozqpqqodtfipypqmpgomodgqzisoobamoyznmlymifooqifohsgqpgfqwgtgsfvhacpqqjyurpvqutttttysfzvab",3.35544e+07,3.35544e+07,15168,1,1,1,1,1,1,1,1,1, 66
"[56]nrurvueuqmpqwgpqjpjtpeiqgqfpquqeppinlqqqkttttttyvesvwoab",3.35544e+07,3.35544e+07,18362,1,1,1,1,1,1,1,1,1, 67
"[41]rupqqvoelxnuqpqlppkqsoqplnqpqutyhjstttvab",16384,16384.6,40023,1,1,0,1,1,1,1,0,0, 68
"[54]rzkvqqnqnkptqvjuphpvqtpkqpptgfqprqvqxonquttttytdsvarab",16384,16384.6,34091,1,1,0,1,1,1,1,0,0, 69
"[55]xioehmrzumvuqniozhtttgqqyfgqptpnqfpgqxpclinqtttymzstvab",3.35544e+07,3.35544e+07,16069,1,1,1,1,1,1,1,1,1, 7
"[49]virzlvqqopnqligoqulpynnqsgjqufwppwlquttttyzjstqab",65536,65536.7,24696,1,1,1,1,1,1,1,0,0, 70
"[54]rziimvilibaumzpgehiibqqtpqgygcyifghnlyudbqftttylastvab",3.35544e+07,3.35544e+07,12856,1,1,1,1,1,1,1,1,1, 71
"[44]rupqwovqoqyyvlpspqgotqlpppdqsqxuttttypastvab",2048,2048.54,41854,1,1,0,1,0,1,1,0,0, 72
"[77]taaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",1,1.94,4,0,0,0,0,0,0,0,0,0, 73
"[45]rzkmsiopqfqyqspnzltpykaqzowqsirvpgqktttyjyvab",65536,65536.6,28587,1,1,1,1,1,1,1,0,0, 74
"[52]qrzsgpwtdqeplisqpnnqpxvdnpttmttoqnoigpqfttttyknstyab",65536,65536.8,30659,1,1,0,1,1,0,0,1,1, 75
"[52]plrzqvfpqqdfpuqkplpwgxqfpqypmspegllgwntqqyttttydyynb",2.09715e+06,2.09715e+06,28756,1,1,1,1,1,1,1,0,1, 76
"[49]rizrvpghccputejoqxtttmosnqdttteypqlyfpqqyqvsvscab",16384,1024.76,23080,1,1,0,1,1,1,0,1,0, 77
"[48]ruqovqpoqlppglcgptnrqxqumfroqitgoqzttydysttvuwja",65536,32768.6,21747,1,1,1,1,1,1,1,0,0, 78
"[53]rzhvfaqmwnmncokpgqpliqbpiqyghnqtqpqllnqvuttttymrsvdab",4096,1024.64,33605,1,0,1,1,1,0,1,0,0, 79
"[53]ruqdvpgkpqpncggpdmwqiqepuitflqqmpnlqlcnqutyklstttvjab",8192,8192.74,32010,1,1,1,1,1,0,1,0,0, 8
"[103]iuqziwqkrprlnqvayftztibdjxbzvymttpirnpdxgpwvbnpklfvkjuqrvinppqbpelnqqppcqqfplpqqpqkeyotqtutywystttttvab",65536,65537,28241,1,1,1,1,1,1,1,0,0, 80
"[52]rzpoqnoqspyggpqvygcgqfdfvqypnklyqoqcqosuttttymyevyab",65536,65536.7,27344,1,1,1,1,1,1,1,0,0, 81
"[52]ruprvgsqxoeqzpfqnyiphpvfoqwqtioqjpqeppqnutttyonstvab",16384,16384.7,34406,1,1,0,1,1,1,1,0,0, 82
"[44]rquvjhpfllrqgxpoigqgiyhxhpntntqftpqltyfasyab",65536,65536.6,26359,1,1,1,1,1,1,1,0,0, 83
"[53]rzkpnvupqjyhxtpvqpspjlnqpqmtptitnqzlqgqjpttydhstttvab",65536,65536.7,24207,1,1,1,1,1,1,1,0,0, 84
"[46]rzygvgiixfuxwquowbqqqutpfndnqtppiqltyvhsttvqab",65536,65536.6,18815,1,1,1,1,1,1,1,0,0, 85
"[44]ruvugifpqoodygqeuopjpgttqpqpoqepptttyvcstvab",65536,65536.6,16461,1,1,1,1,1,1,1,0,0, 86
"[54]rzqpuvgbytqvjxqooregbqtgzhptlntppqvtqutfyttpltyzjstvab",65536,65536.6,26273,1,1,1,1,1,1,1,0,0, 87
"[48]ruwucvwhuqwpvifvyonupqypwlknpgieqvqsxuttttymyvkb",16384,16384.6,29399,1,1,0,1,1,1,1,0,0, 88
"[51]rpkzzhvjzhudzyqpgyeppvqhttpgpstqtpepfwnliqntydsvemb",3.35544e+07,3.35544e+07,12274,1,1,1,1,1,1,1,1,1, 89
"[54]ruwqrvpfneqtoqydzcgqpqfkpplgdqhoqpmnlfqfqquttypmsttvab",16384,16384.7,32830,1,1,0,1,1,1,1,0,0, 9
"[48]rzavuttpiqmfftptidtptgqilwgmtnpqqqjfxnltylqivfzb",3.35544e+07,1.67772e+07,20136,1,1,1,1,1,1,1,1,1, 90
"[49]ruvebhwnfuqdelleornsqpitpwqlzpndnqzqztttyerstvrab",8.38861e+06,524289,17518,1,1,0,1,1,1,1,1,1, 91
"[52]rupqwtheqhgetaoquppqupppolnvqpqlfoqwqzpqhttetywbsvab",65536,16384.7,34035,1,1,1,1,1,1,1,0,0, 92
"[44]rmpvqgoqppryltqmpgqpflmnhpzzqqqhttttyoxstvab",16384,2048.58,40048,1,1,0,1,1,1,1,0,0, 93
"[53]xrewuzmqfotpnrqyspyjiqprqpphgbqmovqspjquuttttyuyezvab",65536,16384.7,29907,1,1,1,1,1,1,1,0,0, 94
"[54]rnruzppuqplqtppjqkqroqpnlqplpzqcqqpgpvltnquttyepsttvab",65536,65536.7,30995,1,1,1,1,1,1,1,0,0, 95
"[50]jurznvuflkpuopgeqtpqzponhlqqreupmtttfyivstttvufuab",8192,8192.68,17520,1,1,1,1,1,0,1,0,0, 96
"[52]eirupwqdqkyhbfklovqyluplpxglnqzqbsyxwfquuttttyjazvab",16384,16384.6,28576,1,1,0,1,1,1,1,0,0, 97
"[45]rzpvptqfpoqpqpoqrsogpqgqdpglnquttttyhztvzdqby",65536,65536.6,33068,1,1,1,1,1,1,1,0,0, 98
"[48]muyffqnrqwpwvdphzapkbvqupqepslnpdqqmsuttttyezvwb",16384,16384.6,30524,1,1,0,1,1,1,1,0,0, 99
